"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41562","1","부산여행","여행","국내여행","부산광역시","2553","989","3542","20191220"
"41563","2","제주여행","여행","국내여행","제주특별자치도","1536","389","1925","20191220"
"41564","3","강릉여행","여행","국내여행","강원도","1095","404","1499","20191220"
"41565","4","여수여행","여행","국내여행","전라남도","935","239","1174","20191220"
"41566","5","경주여행","여행","국내여행","경상북도","827","256","1083","20191220"
"41567","6","속초여행","여행","국내여행","강원도","792","284","1076","20191220"
"41568","7","군산여행","여행","국내여행","전라북도","526","206","732","20191220"
"41569","8","전주여행","여행","국내여행","전라북도","520","169","689","20191220"
"41570","9","대구여행","여행","국내여행","대구광역시","500","163","663","20191220"
"41571","10","포항여행","여행","국내여행","경상북도","403","126","529","20191220"
