SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54592,1,부산여행,여행,국내여행,부산광역시,347,2167,2514,20230507
54593,2,여수여행,여행,국내여행,전라남도,158,1652,1810,20230507
54594,3,경주여행,여행,국내여행,경상북도,178,1562,1740,20230507
54595,4,제주여행,여행,국내여행,제주특별자치도,138,1351,1489,20230507
54596,5,군산여행,여행,국내여행,전라북도,90,1233,1323,20230507
54597,6,강릉여행,여행,국내여행,강원도,134,923,1057,20230507
54598,7,전주여행,여행,국내여행,전라북도,115,871,986,20230507
54599,8,남해여행,여행,국내여행,경상남도,84,706,790,20230507
54600,9,속초여행,여행,국내여행,강원도,85,704,789,20230507
54601,10,대구여행,여행,국내여행,대구광역시,105,675,780,20230507
