"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42212","1","제주여행","여행","국내여행","제주특별자치도","1591","159","1750","20200223"
"42213","2","부산여행","여행","국내여행","부산광역시","981","125","1106","20200223"
"42214","3","강릉여행","여행","국내여행","강원도","580","78","658","20200223"
"42215","4","여수여행","여행","국내여행","전라남도","530","63","593","20200223"
"42216","5","대구여행","여행","국내여행","대구광역시","477","50","527","20200223"
"42217","6","속초여행","여행","국내여행","강원도","417","48","465","20200223"
"42218","7","경주여행","여행","국내여행","경상북도","360","39","399","20200223"
"42219","8","전주여행","여행","국내여행","전라북도","248","33","281","20200223"
"42220","9","목포여행","여행","국내여행","전라남도","202","17","219","20200223"
"42221","10","남해여행","여행","국내여행","경상남도","182","32","214","20200223"
