"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46602","1","제주여행","여행","국내여행","제주특별자치도","470","1498","1968","20210507"
"46603","2","부산여행","여행","국내여행","부산광역시","505","1424","1929","20210507"
"46604","3","경주여행","여행","국내여행","경상북도","340","990","1330","20210507"
"46605","4","여수여행","여행","국내여행","전라남도","272","988","1260","20210507"
"46606","5","강릉여행","여행","국내여행","강원도","305","744","1049","20210507"
"46607","6","속초여행","여행","국내여행","강원도","181","549","730","20210507"
"46608","7","전주여행","여행","국내여행","전라북도","186","499","685","20210507"
"46609","8","남해여행","여행","국내여행","경상남도","171","481","652","20210507"
"46610","9","군산여행","여행","국내여행","전라북도","185","434","619","20210507"
"46611","10","대구여행","여행","국내여행","대구광역시","116","374","490","20210507"
