"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"39922","1","부산여행","여행","국내여행","부산광역시","2470","1629","4099","20190709"
"39923","2","제주여행","여행","국내여행","제주특별자치도","1775","764","2539","20190709"
"39924","3","여수여행","여행","국내여행","전라남도","1309","511","1820","20190709"
"39925","4","강릉여행","여행","국내여행","강원도","1083","435","1518","20190709"
"39926","5","경주여행","여행","국내여행","경상북도","1078","430","1508","20190709"
"39927","6","속초여행","여행","국내여행","강원도","797","328","1125","20190709"
"39928","7","남해여행","여행","국내여행","경상남도","630","301","931","20190709"
"39929","8","전주여행","여행","국내여행","전라북도","507","254","761","20190709"
"39930","9","대구여행","여행","국내여행","대구광역시","520","206","726","20190709"
"39931","10","군산여행","여행","국내여행","전라북도","481","243","724","20190709"
