"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47272","1","부산여행","여행","국내여행","부산광역시","792","1675","2467","20210713"
"47273","2","제주여행","여행","국내여행","제주특별자치도","579","1802","2381","20210713"
"47274","3","여수여행","여행","국내여행","전라남도","577","1358","1935","20210713"
"47275","4","경주여행","여행","국내여행","경상북도","508","1074","1582","20210713"
"47276","5","강릉여행","여행","국내여행","강원도","423","930","1353","20210713"
"47277","6","남해여행","여행","국내여행","경상남도","341","707","1048","20210713"
"47278","7","속초여행","여행","국내여행","강원도","284","644","928","20210713"
"47279","8","전주여행","여행","국내여행","전라북도","185","522","707","20210713"
"47280","9","포항여행","여행","국내여행","경상북도","177","518","695","20210713"
"47281","10","군산여행","여행","국내여행","전라북도","186","495","681","20210713"
