"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45482","1","제주여행","여행","국내여행","제주특별자치도","388","1812","2200","20210115"
"45483","2","부산여행","여행","국내여행","부산광역시","223","912","1135","20210115"
"45484","3","강릉여행","여행","국내여행","강원도","162","501","663","20210115"
"45485","4","경주여행","여행","국내여행","경상북도","146","501","647","20210115"
"45486","5","여수여행","여행","국내여행","전라남도","131","478","609","20210115"
"45487","6","속초여행","여행","국내여행","강원도","134","413","547","20210115"
"45488","7","군산여행","여행","국내여행","전라북도","107","327","434","20210115"
"45489","8","전주여행","여행","국내여행","전라북도","77","304","381","20210115"
"45490","9","대구여행","여행","국내여행","대구광역시","87","256","343","20210115"
"45491","10","춘천여행","여행","국내여행","강원도","82","237","319","20210115"
