"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43412","1","제주여행","여행","국내여행","제주특별자치도","2179","667","2846","20200622"
"43413","2","부산여행","여행","국내여행","부산광역시","1520","595","2115","20200622"
"43414","3","여수여행","여행","국내여행","전라남도","1332","339","1671","20200622"
"43415","4","강릉여행","여행","국내여행","강원도","1036","401","1437","20200622"
"43416","5","남해여행","여행","국내여행","경상남도","838","332","1170","20200622"
"43417","6","경주여행","여행","국내여행","경상북도","848","282","1130","20200622"
"43418","7","속초여행","여행","국내여행","강원도","700","353","1053","20200622"
"43419","8","전주여행","여행","국내여행","전라북도","395","195","590","20200622"
"43420","9","통영여행","여행","국내여행","경상남도","407","179","586","20200622"
"43421","10","군산여행","여행","국내여행","전라북도","380","192","572","20200622"
