"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44912","1","제주여행","여행","국내여행","제주특별자치도","517","1621","2138","20201119"
"44913","2","부산여행","여행","국내여행","부산광역시","505","1492","1997","20201119"
"44914","3","경주여행","여행","국내여행","경상북도","331","815","1146","20201119"
"44915","4","여수여행","여행","국내여행","전라남도","253","781","1034","20201119"
"44916","5","강릉여행","여행","국내여행","강원도","246","695","941","20201119"
"44917","6","전주여행","여행","국내여행","전라북도","217","470","687","20201119"
"44918","7","속초여행","여행","국내여행","강원도","213","472","685","20201119"
"44919","8","군산여행","여행","국내여행","전라북도","178","381","559","20201119"
"44920","9","남해여행","여행","국내여행","경상남도","152","384","536","20201119"
"44921","10","통영여행","여행","국내여행","경상남도","138","322","460","20201119"
