"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48612","1","부산여행","여행","국내여행","부산광역시","705","1874","2579","20211124"
"48613","2","제주여행","여행","국내여행","제주특별자치도","491","1611","2102","20211124"
"48614","3","강릉여행","여행","국내여행","강원도","302","928","1230","20211124"
"48615","4","경주여행","여행","국내여행","경상북도","283","941","1224","20211124"
"48616","5","여수여행","여행","국내여행","전라남도","262","901","1163","20211124"
"48617","6","전주여행","여행","국내여행","전라북도","206","539","745","20211124"
"48618","7","속초여행","여행","국내여행","강원도","182","559","741","20211124"
"48619","8","군산여행","여행","국내여행","전라북도","178","437","615","20211124"
"48620","9","포항여행","여행","국내여행","경상북도","165","438","603","20211124"
"48621","10","남해여행","여행","국내여행","경상남도","169","424","593","20211124"
