"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49922","1","제주여행","여행","국내여행","제주특별자치도","609","1846","2455","20220330"
"49923","2","부산여행","여행","국내여행","부산광역시","631","1769","2400","20220330"
"49924","3","경주여행","여행","국내여행","경상북도","520","1435","1955","20220330"
"49925","4","여수여행","여행","국내여행","전라남도","328","1008","1336","20220330"
"49926","5","강릉여행","여행","국내여행","강원도","262","791","1053","20220330"
"49927","6","남해여행","여행","국내여행","경상남도","265","709","974","20220330"
"49928","7","전주여행","여행","국내여행","전라북도","244","622","866","20220330"
"49929","8","군산여행","여행","국내여행","전라북도","199","640","839","20220330"
"49930","9","속초여행","여행","국내여행","강원도","204","485","689","20220330"
"49931","10","대구여행","여행","국내여행","대구광역시","149","421","570","20220330"
