"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42632","1","제주여행","여행","국내여행","제주특별자치도","1507","134","1641","20200405"
"42633","2","부산여행","여행","국내여행","부산광역시","722","129","851","20200405"
"42634","3","강릉여행","여행","국내여행","강원도","724","116","840","20200405"
"42635","4","여수여행","여행","국내여행","전라남도","563","81","644","20200405"
"42636","5","속초여행","여행","국내여행","강원도","500","87","587","20200405"
"42637","6","경주여행","여행","국내여행","경상북도","383","56","439","20200405"
"42638","7","남해여행","여행","국내여행","경상남도","345","41","386","20200405"
"42639","8","전주여행","여행","국내여행","전라북도","309","51","360","20200405"
"42640","9","군산여행","여행","국내여행","전라북도","282","57","339","20200405"
"42641","10","통영여행","여행","국내여행","경상남도","249","42","291","20200405"
