"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46862","1","부산여행","여행","국내여행","부산광역시","661","1444","2105","20210602"
"46863","2","제주여행","여행","국내여행","제주특별자치도","535","1472","2007","20210602"
"46864","3","경주여행","여행","국내여행","경상북도","530","924","1454","20210602"
"46865","4","여수여행","여행","국내여행","전라남도","408","906","1314","20210602"
"46866","5","강릉여행","여행","국내여행","강원도","359","706","1065","20210602"
"46867","6","속초여행","여행","국내여행","강원도","262","547","809","20210602"
"46868","7","남해여행","여행","국내여행","경상남도","246","550","796","20210602"
"46869","8","전주여행","여행","국내여행","전라북도","226","500","726","20210602"
"46870","9","군산여행","여행","국내여행","전라북도","196","394","590","20210602"
"46871","10","통영여행","여행","국내여행","경상남도","173","321","494","20210602"
