"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43632","1","부산여행","여행","국내여행","부산광역시","2793","1093","3886","20200714"
"43633","2","제주여행","여행","국내여행","제주특별자치도","2464","776","3240","20200714"
"43634","3","여수여행","여행","국내여행","전라남도","1901","735","2636","20200714"
"43635","4","강릉여행","여행","국내여행","강원도","1533","601","2134","20200714"
"43636","5","경주여행","여행","국내여행","경상북도","1256","516","1772","20200714"
"43637","6","남해여행","여행","국내여행","경상남도","1196","468","1664","20200714"
"43638","7","속초여행","여행","국내여행","강원도","1163","432","1595","20200714"
"43639","8","통영여행","여행","국내여행","경상남도","744","267","1011","20200714"
"43640","9","전주여행","여행","국내여행","전라북도","676","255","931","20200714"
"43641","10","포항여행","여행","국내여행","경상북도","673","225","898","20200714"
