"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49942","1","제주여행","여행","국내여행","제주특별자치도","528","1757","2285","20220401"
"49943","2","부산여행","여행","국내여행","부산광역시","578","1692","2270","20220401"
"49944","3","경주여행","여행","국내여행","경상북도","505","1549","2054","20220401"
"49945","4","여수여행","여행","국내여행","전라남도","301","1075","1376","20220401"
"49946","5","남해여행","여행","국내여행","경상남도","218","999","1217","20220401"
"49947","6","강릉여행","여행","국내여행","강원도","253","861","1114","20220401"
"49948","7","군산여행","여행","국내여행","전라북도","198","773","971","20220401"
"49949","8","전주여행","여행","국내여행","전라북도","235","711","946","20220401"
"49950","9","속초여행","여행","국내여행","강원도","189","604","793","20220401"
"49951","10","대구여행","여행","국내여행","대구광역시","162","476","638","20220401"
