"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49142","1","부산여행","여행","국내여행","부산광역시","852","2523","3375","20220111"
"49143","2","제주여행","여행","국내여행","제주특별자치도","716","2341","3057","20220111"
"49144","3","경주여행","여행","국내여행","경상북도","375","1223","1598","20220111"
"49145","4","강릉여행","여행","국내여행","강원도","371","1204","1575","20220111"
"49146","5","여수여행","여행","국내여행","전라남도","282","1120","1402","20220111"
"49147","6","속초여행","여행","국내여행","강원도","218","679","897","20220111"
"49148","7","전주여행","여행","국내여행","전라북도","200","653","853","20220111"
"49149","8","군산여행","여행","국내여행","전라북도","223","605","828","20220111"
"49150","9","남해여행","여행","국내여행","경상남도","189","540","729","20220111"
"49151","10","춘천여행","여행","국내여행","강원도","148","562","710","20220111"
