"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46462","1","제주여행","여행","국내여행","제주특별자치도","539","1722","2261","20210423"
"46463","2","부산여행","여행","국내여행","부산광역시","416","1331","1747","20210423"
"46464","3","경주여행","여행","국내여행","경상북도","321","1049","1370","20210423"
"46465","4","여수여행","여행","국내여행","전라남도","289","887","1176","20210423"
"46466","5","강릉여행","여행","국내여행","강원도","282","765","1047","20210423"
"46467","6","전주여행","여행","국내여행","전라북도","185","534","719","20210423"
"46468","7","속초여행","여행","국내여행","강원도","210","503","713","20210423"
"46469","8","남해여행","여행","국내여행","경상남도","208","421","629","20210423"
"46470","9","춘천여행","여행","국내여행","강원도","167","455","622","20210423"
"46471","10","군산여행","여행","국내여행","전라북도","163","438","601","20210423"
