"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44042","1","제주여행","여행","국내여행","제주특별자치도","436","1710","2146","20200824"
"44043","2","부산여행","여행","국내여행","부산광역시","263","1024","1287","20200824"
"44044","3","여수여행","여행","국내여행","전라남도","234","800","1034","20200824"
"44045","4","경주여행","여행","국내여행","경상북도","213","691","904","20200824"
"44046","5","강릉여행","여행","국내여행","강원도","193","667","860","20200824"
"44047","6","속초여행","여행","국내여행","강원도","164","578","742","20200824"
"44048","7","남해여행","여행","국내여행","경상남도","158","433","591","20200824"
"44049","8","통영여행","여행","국내여행","경상남도","111","283","394","20200824"
"44050","9","전주여행","여행","국내여행","전라북도","89","301","390","20200824"
"44051","10","군산여행","여행","국내여행","전라북도","104","273","377","20200824"
