"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"51632","1","부산여행","여행","국내여행","부산광역시","1375","3623","4998","20220720"
"51633","2","여수여행","여행","국내여행","전라남도","863","2584","3447","20220720"
"51634","3","경주여행","여행","국내여행","경상북도","720","1595","2315","20220720"
"51635","4","제주여행","여행","국내여행","제주특별자치도","568","1635","2203","20220720"
"51636","5","강릉여행","여행","국내여행","강원도","625","1543","2168","20220720"
"51637","6","속초여행","여행","국내여행","강원도","473","1366","1839","20220720"
"51638","7","남해여행","여행","국내여행","경상남도","388","1252","1640","20220720"
"51639","8","전주여행","여행","국내여행","전라북도","340","919","1259","20220720"
"51640","9","군산여행","여행","국내여행","전라북도","231","942","1173","20220720"
"51641","10","포항여행","여행","국내여행","경상북도","235","688","923","20220720"
