"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44092","1","제주여행","여행","국내여행","제주특별자치도","145","1365","1510","20200829"
"44093","2","부산여행","여행","국내여행","부산광역시","125","965","1090","20200829"
"44094","3","강릉여행","여행","국내여행","강원도","68","594","662","20200829"
"44095","4","여수여행","여행","국내여행","전라남도","69","548","617","20200829"
"44096","5","경주여행","여행","국내여행","경상북도","82","503","585","20200829"
"44097","6","속초여행","여행","국내여행","강원도","68","482","550","20200829"
"44098","7","남해여행","여행","국내여행","경상남도","50","461","511","20200829"
"44099","8","울산여행","여행","국내여행","울산광역시","30","321","351","20200829"
"44100","9","통영여행","여행","국내여행","경상남도","45","299","344","20200829"
"44101","10","군산여행","여행","국내여행","전라북도","35","273","308","20200829"
