"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43122","1","제주여행","여행","국내여행","제주특별자치도","1952","190","2142","20200524"
"43123","2","부산여행","여행","국내여행","부산광역시","1329","147","1476","20200524"
"43124","3","강릉여행","여행","국내여행","강원도","1041","134","1175","20200524"
"43125","4","여수여행","여행","국내여행","전라남도","1029","132","1161","20200524"
"43126","5","경주여행","여행","국내여행","경상북도","752","113","865","20200524"
"43127","6","속초여행","여행","국내여행","강원도","741","104","845","20200524"
"43128","7","남해여행","여행","국내여행","경상남도","734","92","826","20200524"
"43129","8","전주여행","여행","국내여행","전라북도","636","64","700","20200524"
"43130","9","군산여행","여행","국내여행","전라북도","485","66","551","20200524"
"43131","10","춘천여행","여행","국내여행","강원도","437","43","480","20200524"
