"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43702","1","부산여행","여행","국내여행","부산광역시","3141","1258","4399","20200721"
"43703","2","여수여행","여행","국내여행","전라남도","2345","931","3276","20200721"
"43704","3","제주여행","여행","국내여행","제주특별자치도","2237","768","3005","20200721"
"43705","4","강릉여행","여행","국내여행","강원도","1589","677","2266","20200721"
"43706","5","경주여행","여행","국내여행","경상북도","1443","609","2052","20200721"
"43707","6","남해여행","여행","국내여행","경상남도","1313","637","1950","20200721"
"43708","7","속초여행","여행","국내여행","강원도","1281","534","1815","20200721"
"43709","8","군산여행","여행","국내여행","전라북도","802","328","1130","20200721"
"43710","9","통영여행","여행","국내여행","경상남도","772","313","1085","20200721"
"43711","10","전주여행","여행","국내여행","전라북도","746","275","1021","20200721"
