"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46442","1","제주여행","여행","국내여행","제주특별자치도","664","1930","2594","20210421"
"46443","2","부산여행","여행","국내여행","부산광역시","488","1380","1868","20210421"
"46444","3","경주여행","여행","국내여행","경상북도","448","926","1374","20210421"
"46445","4","여수여행","여행","국내여행","전라남도","243","895","1138","20210421"
"46446","5","강릉여행","여행","국내여행","강원도","304","724","1028","20210421"
"46447","6","속초여행","여행","국내여행","강원도","221","526","747","20210421"
"46448","7","전주여행","여행","국내여행","전라북도","226","510","736","20210421"
"46449","8","남해여행","여행","국내여행","경상남도","206","519","725","20210421"
"46450","9","군산여행","여행","국내여행","전라북도","167","440","607","20210421"
"46451","10","춘천여행","여행","국내여행","강원도","144","365","509","20210421"
