"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46432","1","제주여행","여행","국내여행","제주특별자치도","662","2242","2904","20210420"
"46433","2","부산여행","여행","국내여행","부산광역시","528","1326","1854","20210420"
"46434","3","경주여행","여행","국내여행","경상북도","409","1071","1480","20210420"
"46435","4","여수여행","여행","국내여행","전라남도","339","969","1308","20210420"
"46436","5","강릉여행","여행","국내여행","강원도","275","717","992","20210420"
"46437","6","전주여행","여행","국내여행","전라북도","219","548","767","20210420"
"46438","7","남해여행","여행","국내여행","경상남도","216","527","743","20210420"
"46439","8","속초여행","여행","국내여행","강원도","198","499","697","20210420"
"46440","9","군산여행","여행","국내여행","전라북도","162","452","614","20210420"
"46441","10","대구여행","여행","국내여행","대구광역시","147","368","515","20210420"
