"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49702","1","부산여행","여행","국내여행","부산광역시","449","1428","1877","20220308"
"49703","2","제주여행","여행","국내여행","제주특별자치도","391","1413","1804","20220308"
"49704","3","여수여행","여행","국내여행","전라남도","250","851","1101","20220308"
"49705","4","경주여행","여행","국내여행","경상북도","279","821","1100","20220308"
"49706","5","강릉여행","여행","국내여행","강원도","229","596","825","20220308"
"49707","6","남해여행","여행","국내여행","경상남도","169","592","761","20220308"
"49708","7","전주여행","여행","국내여행","전라북도","183","562","745","20220308"
"49709","8","군산여행","여행","국내여행","전라북도","145","540","685","20220308"
"49710","9","속초여행","여행","국내여행","강원도","154","388","542","20220308"
"49711","10","대구여행","여행","국내여행","대구광역시","133","343","476","20220308"
