"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41002","1","부산여행","여행","국내여행","부산광역시","1636","652","2288","20191025"
"41003","2","제주여행","여행","국내여행","제주특별자치도","1169","350","1519","20191025"
"41004","3","경주여행","여행","국내여행","경상북도","1090","336","1426","20191025"
"41005","4","여수여행","여행","국내여행","전라남도","796","207","1003","20191025"
"41006","5","강릉여행","여행","국내여행","강원도","703","225","928","20191025"
"41007","6","전주여행","여행","국내여행","전라북도","624","220","844","20191025"
"41008","7","속초여행","여행","국내여행","강원도","547","236","783","20191025"
"41009","8","군산여행","여행","국내여행","전라북도","567","181","748","20191025"
"41010","9","대구여행","여행","국내여행","대구광역시","482","189","671","20191025"
"41011","10","순천여행","여행","국내여행","전라남도","448","141","589","20191025"
