"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46842","1","제주여행","여행","국내여행","제주특별자치도","647","1595","2242","20210531"
"46843","2","부산여행","여행","국내여행","부산광역시","642","1369","2011","20210531"
"46844","3","경주여행","여행","국내여행","경상북도","436","1012","1448","20210531"
"46845","4","여수여행","여행","국내여행","전라남도","434","985","1419","20210531"
"46846","5","강릉여행","여행","국내여행","강원도","364","775","1139","20210531"
"46847","6","남해여행","여행","국내여행","경상남도","285","560","845","20210531"
"46848","7","속초여행","여행","국내여행","강원도","260","544","804","20210531"
"46849","8","전주여행","여행","국내여행","전라북도","228","539","767","20210531"
"46850","9","군산여행","여행","국내여행","전라북도","180","445","625","20210531"
"46851","10","통영여행","여행","국내여행","경상남도","165","335","500","20210531"
