"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47262","1","제주여행","여행","국내여행","제주특별자치도","630","1895","2525","20210712"
"47263","2","부산여행","여행","국내여행","부산광역시","767","1682","2449","20210712"
"47264","3","여수여행","여행","국내여행","전라남도","571","1445","2016","20210712"
"47265","4","경주여행","여행","국내여행","경상북도","493","1171","1664","20210712"
"47266","5","강릉여행","여행","국내여행","강원도","377","979","1356","20210712"
"47267","6","속초여행","여행","국내여행","강원도","290","766","1056","20210712"
"47268","7","남해여행","여행","국내여행","경상남도","309","735","1044","20210712"
"47269","8","군산여행","여행","국내여행","전라북도","217","586","803","20210712"
"47270","9","통영여행","여행","국내여행","경상남도","238","537","775","20210712"
"47271","10","전주여행","여행","국내여행","전라북도","197","567","764","20210712"
