"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42172","1","제주여행","여행","국내여행","제주특별자치도","2135","641","2776","20200219"
"42173","2","부산여행","여행","국내여행","부산광역시","2063","507","2570","20200219"
"42174","3","강릉여행","여행","국내여행","강원도","1015","314","1329","20200219"
"42175","4","여수여행","여행","국내여행","전라남도","1054","257","1311","20200219"
"42176","5","경주여행","여행","국내여행","경상북도","955","274","1229","20200219"
"42177","6","속초여행","여행","국내여행","강원도","645","222","867","20200219"
"42178","7","전주여행","여행","국내여행","전라북도","622","204","826","20200219"
"42179","8","군산여행","여행","국내여행","전라북도","469","176","645","20200219"
"42180","9","대구여행","여행","국내여행","대구광역시","417","119","536","20200219"
"42181","10","남해여행","여행","국내여행","경상남도","376","134","510","20200219"
