"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48682","1","부산여행","여행","국내여행","부산광역시","656","2071","2727","20211201"
"48683","2","제주여행","여행","국내여행","제주특별자치도","431","1431","1862","20211201"
"48684","3","여수여행","여행","국내여행","전라남도","287","931","1218","20211201"
"48685","4","경주여행","여행","국내여행","경상북도","327","865","1192","20211201"
"48686","5","강릉여행","여행","국내여행","강원도","247","942","1189","20211201"
"48687","6","전주여행","여행","국내여행","전라북도","209","561","770","20211201"
"48688","7","속초여행","여행","국내여행","강원도","194","493","687","20211201"
"48689","8","군산여행","여행","국내여행","전라북도","155","417","572","20211201"
"48690","9","대구여행","여행","국내여행","대구광역시","123","399","522","20211201"
"48691","10","남해여행","여행","국내여행","경상남도","130","377","507","20211201"
