"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45112","1","제주여행","여행","국내여행","제주특별자치도","310","1232","1542","20201209"
"45113","2","부산여행","여행","국내여행","부산광역시","240","666","906","20201209"
"45114","3","강릉여행","여행","국내여행","강원도","208","551","759","20201209"
"45115","4","여수여행","여행","국내여행","전라남도","214","535","749","20201209"
"45116","5","경주여행","여행","국내여행","경상북도","166","477","643","20201209"
"45117","6","속초여행","여행","국내여행","강원도","140","346","486","20201209"
"45118","7","남해여행","여행","국내여행","경상남도","114","263","377","20201209"
"45119","8","군산여행","여행","국내여행","전라북도","97","256","353","20201209"
"45120","9","전주여행","여행","국내여행","전라북도","94","230","324","20201209"
"45121","10","통영여행","여행","국내여행","경상남도","91","196","287","20201209"
