"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48182","1","제주여행","여행","국내여행","제주특별자치도","589","2009","2598","20211012"
"48183","2","부산여행","여행","국내여행","부산광역시","495","1511","2006","20211012"
"48184","3","경주여행","여행","국내여행","경상북도","534","1403","1937","20211012"
"48185","4","여수여행","여행","국내여행","전라남도","353","1103","1456","20211012"
"48186","5","강릉여행","여행","국내여행","강원도","218","718","936","20211012"
"48187","6","전주여행","여행","국내여행","전라북도","245","609","854","20211012"
"48188","7","속초여행","여행","국내여행","강원도","184","511","695","20211012"
"48189","8","군산여행","여행","국내여행","전라북도","163","463","626","20211012"
"48190","9","남해여행","여행","국내여행","경상남도","164","459","623","20211012"
"48191","10","포항여행","여행","국내여행","경상북도","151","390","541","20211012"
