"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40902","1","부산여행","여행","국내여행","부산광역시","1332","610","1942","20191015"
"40903","2","제주여행","여행","국내여행","제주특별자치도","1157","443","1600","20191015"
"40904","3","경주여행","여행","국내여행","경상북도","894","327","1221","20191015"
"40905","4","여수여행","여행","국내여행","전라남도","704","283","987","20191015"
"40906","5","강릉여행","여행","국내여행","강원도","525","252","777","20191015"
"40907","6","전주여행","여행","국내여행","전라북도","466","211","677","20191015"
"40908","7","군산여행","여행","국내여행","전라북도","476","173","649","20191015"
"40909","8","속초여행","여행","국내여행","강원도","414","192","606","20191015"
"40910","9","대구여행","여행","국내여행","대구광역시","398","180","578","20191015"
"40911","10","순천여행","여행","국내여행","전라남도","348","171","519","20191015"
