"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49192","1","부산여행","여행","국내여행","부산광역시","472","3325","3797","20220116"
"49193","2","제주여행","여행","국내여행","제주특별자치도","279","2331","2610","20220116"
"49194","3","강릉여행","여행","국내여행","강원도","219","1460","1679","20220116"
"49195","4","여수여행","여행","국내여행","전라남도","159","1460","1619","20220116"
"49196","5","경주여행","여행","국내여행","경상북도","163","1452","1615","20220116"
"49197","6","전주여행","여행","국내여행","전라북도","111","922","1033","20220116"
"49198","7","속초여행","여행","국내여행","강원도","99","907","1006","20220116"
"49199","8","군산여행","여행","국내여행","전라북도","105","896","1001","20220116"
"49200","9","남해여행","여행","국내여행","경상남도","92","786","878","20220116"
"49201","10","포항여행","여행","국내여행","경상북도","90","683","773","20220116"
