"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49602","1","부산여행","여행","국내여행","부산광역시","263","2115","2378","20220226"
"49603","2","여수여행","여행","국내여행","전라남도","140","1712","1852","20220226"
"49604","3","제주여행","여행","국내여행","제주특별자치도","170","1597","1767","20220226"
"49605","4","경주여행","여행","국내여행","경상북도","167","1374","1541","20220226"
"49606","5","강릉여행","여행","국내여행","강원도","143","1269","1412","20220226"
"49607","6","군산여행","여행","국내여행","전라북도","81","960","1041","20220226"
"49608","7","속초여행","여행","국내여행","강원도","112","905","1017","20220226"
"49609","8","전주여행","여행","국내여행","전라북도","93","888","981","20220226"
"49610","9","남해여행","여행","국내여행","경상남도","92","819","911","20220226"
"49611","10","대구여행","여행","국내여행","대구광역시","76","813","889","20220226"
