"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42682","1","제주여행","여행","국내여행","제주특별자치도","1349","326","1675","20200410"
"42683","2","강릉여행","여행","국내여행","강원도","739","238","977","20200410"
"42684","3","부산여행","여행","국내여행","부산광역시","610","246","856","20200410"
"42685","4","여수여행","여행","국내여행","전라남도","525","165","690","20200410"
"42686","5","속초여행","여행","국내여행","강원도","502","159","661","20200410"
"42687","6","남해여행","여행","국내여행","경상남도","331","132","463","20200410"
"42688","7","군산여행","여행","국내여행","전라북도","306","153","459","20200410"
"42689","8","경주여행","여행","국내여행","경상북도","300","153","453","20200410"
"42690","9","전주여행","여행","국내여행","전라북도","305","134","439","20200410"
"42691","10","춘천여행","여행","국내여행","강원도","246","87","333","20200410"
