"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45142","1","제주여행","여행","국내여행","제주특별자치도","151","1095","1246","20201212"
"45143","2","부산여행","여행","국내여행","부산광역시","119","709","828","20201212"
"45144","3","강릉여행","여행","국내여행","강원도","82","512","594","20201212"
"45145","4","여수여행","여행","국내여행","전라남도","78","455","533","20201212"
"45146","5","속초여행","여행","국내여행","강원도","62","392","454","20201212"
"45147","6","경주여행","여행","국내여행","경상북도","60","380","440","20201212"
"45148","7","군산여행","여행","국내여행","전라북도","25","311","336","20201212"
"45149","8","전주여행","여행","국내여행","전라북도","44","257","301","20201212"
"45150","9","통영여행","여행","국내여행","경상남도","35","222","257","20201212"
"45151","10","춘천여행","여행","국내여행","강원도","32","205","237","20201212"
