"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47682","1","제주여행","여행","국내여행","제주특별자치도","429","1274","1703","20210823"
"47683","2","경주여행","여행","국내여행","경상북도","501","1044","1545","20210823"
"47684","3","부산여행","여행","국내여행","부산광역시","382","1120","1502","20210823"
"47685","4","여수여행","여행","국내여행","전라남도","425","978","1403","20210823"
"47686","5","강릉여행","여행","국내여행","강원도","247","803","1050","20210823"
"47687","6","전주여행","여행","국내여행","전라북도","212","576","788","20210823"
"47688","7","속초여행","여행","국내여행","강원도","195","556","751","20210823"
"47689","8","남해여행","여행","국내여행","경상남도","216","490","706","20210823"
"47690","9","군산여행","여행","국내여행","전라북도","157","518","675","20210823"
"47691","10","통영여행","여행","국내여행","경상남도","152","412","564","20210823"
