"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42342","1","제주여행","여행","국내여행","제주특별자치도","2241","259","2500","20200307"
"42343","2","강릉여행","여행","국내여행","강원도","805","113","918","20200307"
"42344","3","속초여행","여행","국내여행","강원도","683","75","758","20200307"
"42345","4","부산여행","여행","국내여행","부산광역시","551","86","637","20200307"
"42346","5","여수여행","여행","국내여행","전라남도","548","69","617","20200307"
"42347","6","춘천여행","여행","국내여행","강원도","349","49","398","20200307"
"42348","7","군산여행","여행","국내여행","전라북도","309","53","362","20200307"
"42349","8","목포여행","여행","국내여행","전라남도","311","43","354","20200307"
"42350","9","전주여행","여행","국내여행","전라북도","301","45","346","20200307"
"42351","10","남해여행","여행","국내여행","경상남도","265","33","298","20200307"
