"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49852","1","제주여행","여행","국내여행","제주특별자치도","585","1826","2411","20220323"
"49853","2","부산여행","여행","국내여행","부산광역시","578","1651","2229","20220323"
"49854","3","경주여행","여행","국내여행","경상북도","457","1285","1742","20220323"
"49855","4","여수여행","여행","국내여행","전라남도","304","931","1235","20220323"
"49856","5","강릉여행","여행","국내여행","강원도","265","688","953","20220323"
"49857","6","전주여행","여행","국내여행","전라북도","227","657","884","20220323"
"49858","7","남해여행","여행","국내여행","경상남도","198","606","804","20220323"
"49859","8","군산여행","여행","국내여행","전라북도","194","530","724","20220323"
"49860","9","속초여행","여행","국내여행","강원도","188","435","623","20220323"
"49861","10","대구여행","여행","국내여행","대구광역시","157","380","537","20220323"
