"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48152","1","부산여행","여행","국내여행","부산광역시","272","2452","2724","20211009"
"48153","2","경주여행","여행","국내여행","경상북도","187","2226","2413","20211009"
"48154","3","제주여행","여행","국내여행","제주특별자치도","216","1970","2186","20211009"
"48155","4","여수여행","여행","국내여행","전라남도","148","1750","1898","20211009"
"48156","5","강릉여행","여행","국내여행","강원도","136","1245","1381","20211009"
"48157","6","군산여행","여행","국내여행","전라북도","102","1231","1333","20211009"
"48158","7","전주여행","여행","국내여행","전라북도","99","1117","1216","20211009"
"48159","8","속초여행","여행","국내여행","강원도","108","894","1002","20211009"
"48160","9","춘천여행","여행","국내여행","강원도","84","893","977","20211009"
"48161","10","대구여행","여행","국내여행","대구광역시","71","868","939","20211009"
