"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43322","1","제주여행","여행","국내여행","제주특별자치도","1638","217","1855","20200613"
"43323","2","부산여행","여행","국내여행","부산광역시","1313","187","1500","20200613"
"43324","3","강릉여행","여행","국내여행","강원도","1004","167","1171","20200613"
"43325","4","여수여행","여행","국내여행","전라남도","898","124","1022","20200613"
"43326","5","속초여행","여행","국내여행","강원도","811","119","930","20200613"
"43327","6","경주여행","여행","국내여행","경상북도","795","118","913","20200613"
"43328","7","남해여행","여행","국내여행","경상남도","543","99","642","20200613"
"43329","8","춘천여행","여행","국내여행","강원도","495","60","555","20200613"
"43330","9","전주여행","여행","국내여행","전라북도","421","63","484","20200613"
"43331","10","군산여행","여행","국내여행","전라북도","376","46","422","20200613"
