"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48912","1","부산여행","여행","국내여행","부산광역시","478","1552","2030","20211224"
"48913","2","제주여행","여행","국내여행","제주특별자치도","284","1165","1449","20211224"
"48914","3","여수여행","여행","국내여행","전라남도","235","833","1068","20211224"
"48915","4","경주여행","여행","국내여행","경상북도","209","748","957","20211224"
"48916","5","강릉여행","여행","국내여행","강원도","191","760","951","20211224"
"48917","6","속초여행","여행","국내여행","강원도","155","493","648","20211224"
"48918","7","전주여행","여행","국내여행","전라북도","150","477","627","20211224"
"48919","8","군산여행","여행","국내여행","전라북도","120","479","599","20211224"
"48920","9","포항여행","여행","국내여행","경상북도","139","382","521","20211224"
"48921","10","목포여행","여행","국내여행","전라남도","102","323","425","20211224"
