"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49512","1","부산여행","여행","국내여행","부산광역시","549","1760","2309","20220217"
"49513","2","제주여행","여행","국내여행","제주특별자치도","407","1650","2057","20220217"
"49514","3","강릉여행","여행","국내여행","강원도","321","1030","1351","20220217"
"49515","4","경주여행","여행","국내여행","경상북도","298","1033","1331","20220217"
"49516","5","여수여행","여행","국내여행","전라남도","280","923","1203","20220217"
"49517","6","속초여행","여행","국내여행","강원도","231","666","897","20220217"
"49518","7","군산여행","여행","국내여행","전라북도","175","616","791","20220217"
"49519","8","전주여행","여행","국내여행","전라북도","174","607","781","20220217"
"49520","9","남해여행","여행","국내여행","경상남도","195","538","733","20220217"
"49521","10","포항여행","여행","국내여행","경상북도","132","372","504","20220217"
