"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48202","1","제주여행","여행","국내여행","제주특별자치도","517","1646","2163","20211014"
"48203","2","경주여행","여행","국내여행","경상북도","544","1409","1953","20211014"
"48204","3","부산여행","여행","국내여행","부산광역시","400","1539","1939","20211014"
"48205","4","여수여행","여행","국내여행","전라남도","363","1028","1391","20211014"
"48206","5","강릉여행","여행","국내여행","강원도","257","777","1034","20211014"
"48207","6","전주여행","여행","국내여행","전라북도","191","657","848","20211014"
"48208","7","속초여행","여행","국내여행","강원도","195","470","665","20211014"
"48209","8","군산여행","여행","국내여행","전라북도","151","449","600","20211014"
"48210","9","대구여행","여행","국내여행","대구광역시","157","431","588","20211014"
"48211","10","남해여행","여행","국내여행","경상남도","174","386","560","20211014"
