"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45212","1","제주여행","여행","국내여행","제주특별자치도","130","1331","1461","20201219"
"45213","2","부산여행","여행","국내여행","부산광역시","107","649","756","20201219"
"45214","3","강릉여행","여행","국내여행","강원도","84","427","511","20201219"
"45215","4","여수여행","여행","국내여행","전라남도","72","433","505","20201219"
"45216","5","경주여행","여행","국내여행","경상북도","58","370","428","20201219"
"45217","6","속초여행","여행","국내여행","강원도","56","338","394","20201219"
"45218","7","군산여행","여행","국내여행","전라북도","39","257","296","20201219"
"45219","8","통영여행","여행","국내여행","경상남도","41","227","268","20201219"
"45220","9","남해여행","여행","국내여행","경상남도","34","213","247","20201219"
"45221","10","전주여행","여행","국내여행","전라북도","29","209","238","20201219"
