"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42372","1","제주여행","여행","국내여행","제주특별자치도","2441","586","3027","20200310"
"42373","2","강릉여행","여행","국내여행","강원도","672","241","913","20200310"
"42374","3","여수여행","여행","국내여행","전라남도","639","180","819","20200310"
"42375","4","속초여행","여행","국내여행","강원도","477","188","665","20200310"
"42376","5","부산여행","여행","국내여행","부산광역시","400","184","584","20200310"
"42377","6","남해여행","여행","국내여행","경상남도","309","118","427","20200310"
"42378","7","전주여행","여행","국내여행","전라북도","299","106","405","20200310"
"42379","8","경주여행","여행","국내여행","경상북도","236","110","346","20200310"
"42380","9","군산여행","여행","국내여행","전라북도","206","98","304","20200310"
"42381","10","목포여행","여행","국내여행","전라남도","204","73","277","20200310"
