"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41482","1","부산여행","여행","국내여행","부산광역시","2535","890","3425","20191212"
"41483","2","제주여행","여행","국내여행","제주특별자치도","1440","448","1888","20191212"
"41484","3","강릉여행","여행","국내여행","강원도","990","371","1361","20191212"
"41485","4","여수여행","여행","국내여행","전라남도","1035","259","1294","20191212"
"41486","5","경주여행","여행","국내여행","경상북도","790","233","1023","20191212"
"41487","6","속초여행","여행","국내여행","강원도","594","205","799","20191212"
"41488","7","전주여행","여행","국내여행","전라북도","540","177","717","20191212"
"41489","8","대구여행","여행","국내여행","대구광역시","477","175","652","20191212"
"41490","9","군산여행","여행","국내여행","전라북도","459","174","633","20191212"
"41491","10","포항여행","여행","국내여행","경상북도","380","145","525","20191212"
