"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45972","1","제주여행","여행","국내여행","제주특별자치도","535","1576","2111","20210305"
"45973","2","부산여행","여행","국내여행","부산광역시","305","1113","1418","20210305"
"45974","3","여수여행","여행","국내여행","전라남도","207","631","838","20210305"
"45975","4","경주여행","여행","국내여행","경상북도","203","618","821","20210305"
"45976","5","강릉여행","여행","국내여행","강원도","181","477","658","20210305"
"45977","6","전주여행","여행","국내여행","전라북도","157","436","593","20210305"
"45978","7","군산여행","여행","국내여행","전라북도","177","412","589","20210305"
"45979","8","남해여행","여행","국내여행","경상남도","153","326","479","20210305"
"45980","9","속초여행","여행","국내여행","강원도","135","331","466","20210305"
"45981","10","춘천여행","여행","국내여행","강원도","117","321","438","20210305"
