"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44492","1","제주여행","여행","국내여행","제주특별자치도","359","1695","2054","20201008"
"44493","2","부산여행","여행","국내여행","부산광역시","384","1473","1857","20201008"
"44494","3","경주여행","여행","국내여행","경상북도","464","1227","1691","20201008"
"44495","4","여수여행","여행","국내여행","전라남도","262","859","1121","20201008"
"44496","5","강릉여행","여행","국내여행","강원도","283","780","1063","20201008"
"44497","6","속초여행","여행","국내여행","강원도","236","702","938","20201008"
"44498","7","전주여행","여행","국내여행","전라북도","222","603","825","20201008"
"44499","8","군산여행","여행","국내여행","전라북도","216","577","793","20201008"
"44500","9","남해여행","여행","국내여행","경상남도","208","541","749","20201008"
"44501","10","춘천여행","여행","국내여행","강원도","177","515","692","20201008"
