"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45692","1","제주여행","여행","국내여행","제주특별자치도","417","1922","2339","20210205"
"45693","2","부산여행","여행","국내여행","부산광역시","316","1278","1594","20210205"
"45694","3","강릉여행","여행","국내여행","강원도","216","721","937","20210205"
"45695","4","여수여행","여행","국내여행","전라남도","186","684","870","20210205"
"45696","5","경주여행","여행","국내여행","경상북도","181","566","747","20210205"
"45697","6","속초여행","여행","국내여행","강원도","174","469","643","20210205"
"45698","7","군산여행","여행","국내여행","전라북도","141","391","532","20210205"
"45699","8","전주여행","여행","국내여행","전라북도","133","397","530","20210205"
"45700","9","남해여행","여행","국내여행","경상남도","116","344","460","20210205"
"45701","10","춘천여행","여행","국내여행","강원도","100","334","434","20210205"
