"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42942","1","제주여행","여행","국내여행","제주특별자치도","2020","371","2391","20200506"
"42943","2","부산여행","여행","국내여행","부산광역시","1021","318","1339","20200506"
"42944","3","여수여행","여행","국내여행","전라남도","916","272","1188","20200506"
"42945","4","강릉여행","여행","국내여행","강원도","782","263","1045","20200506"
"42946","5","경주여행","여행","국내여행","경상북도","621","202","823","20200506"
"42947","6","속초여행","여행","국내여행","강원도","467","185","652","20200506"
"42948","7","군산여행","여행","국내여행","전라북도","440","157","597","20200506"
"42949","8","남해여행","여행","국내여행","경상남도","415","180","595","20200506"
"42950","9","전주여행","여행","국내여행","전라북도","425","159","584","20200506"
"42951","10","통영여행","여행","국내여행","경상남도","295","109","404","20200506"
