"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48492","1","부산여행","여행","국내여행","부산광역시","579","1874","2453","20211112"
"48493","2","제주여행","여행","국내여행","제주특별자치도","418","1527","1945","20211112"
"48494","3","경주여행","여행","국내여행","경상북도","391","1157","1548","20211112"
"48495","4","여수여행","여행","국내여행","전라남도","333","995","1328","20211112"
"48496","5","강릉여행","여행","국내여행","강원도","263","957","1220","20211112"
"48497","6","전주여행","여행","국내여행","전라북도","201","663","864","20211112"
"48498","7","속초여행","여행","국내여행","강원도","177","559","736","20211112"
"48499","8","군산여행","여행","국내여행","전라북도","178","558","736","20211112"
"48500","9","대구여행","여행","국내여행","대구광역시","151","421","572","20211112"
"48501","10","포항여행","여행","국내여행","경상북도","137","432","569","20211112"
