"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42582","1","제주여행","여행","국내여행","제주특별자치도","1434","284","1718","20200331"
"42583","2","강릉여행","여행","국내여행","강원도","610","223","833","20200331"
"42584","3","부산여행","여행","국내여행","부산광역시","495","204","699","20200331"
"42585","4","여수여행","여행","국내여행","전라남도","475","193","668","20200331"
"42586","5","속초여행","여행","국내여행","강원도","415","135","550","20200331"
"42587","6","경주여행","여행","국내여행","경상북도","322","130","452","20200331"
"42588","7","전주여행","여행","국내여행","전라북도","307","125","432","20200331"
"42589","8","남해여행","여행","국내여행","경상남도","287","116","403","20200331"
"42590","9","군산여행","여행","국내여행","전라북도","198","121","319","20200331"
"42591","10","목포여행","여행","국내여행","전라남도","167","69","236","20200331"
