"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43522","1","제주여행","여행","국내여행","제주특별자치도","2227","623","2850","20200703"
"43523","2","부산여행","여행","국내여행","부산광역시","1900","570","2470","20200703"
"43524","3","강릉여행","여행","국내여행","강원도","1467","463","1930","20200703"
"43525","4","여수여행","여행","국내여행","전라남도","1349","426","1775","20200703"
"43526","5","경주여행","여행","국내여행","경상북도","1032","290","1322","20200703"
"43527","6","속초여행","여행","국내여행","강원도","1040","266","1306","20200703"
"43528","7","남해여행","여행","국내여행","경상남도","876","304","1180","20200703"
"43529","8","전주여행","여행","국내여행","전라북도","583","164","747","20200703"
"43530","9","군산여행","여행","국내여행","전라북도","510","191","701","20200703"
"43531","10","춘천여행","여행","국내여행","강원도","512","142","654","20200703"
