"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46682","1","부산여행","여행","국내여행","부산광역시","301","1402","1703","20210515"
"46683","2","제주여행","여행","국내여행","제주특별자치도","211","1408","1619","20210515"
"46684","3","여수여행","여행","국내여행","전라남도","156","944","1100","20210515"
"46685","4","경주여행","여행","국내여행","경상북도","168","862","1030","20210515"
"46686","5","강릉여행","여행","국내여행","강원도","131","788","919","20210515"
"46687","6","전주여행","여행","국내여행","전라북도","99","532","631","20210515"
"46688","7","속초여행","여행","국내여행","강원도","95","511","606","20210515"
"46689","8","남해여행","여행","국내여행","경상남도","109","425","534","20210515"
"46690","9","군산여행","여행","국내여행","전라북도","78","426","504","20210515"
"46691","10","춘천여행","여행","국내여행","강원도","53","404","457","20210515"
