"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49112","1","부산여행","여행","국내여행","부산광역시","417","3035","3452","20220108"
"49113","2","제주여행","여행","국내여행","제주특별자치도","308","2568","2876","20220108"
"49114","3","강릉여행","여행","국내여행","강원도","150","1301","1451","20220108"
"49115","4","경주여행","여행","국내여행","경상북도","118","1313","1431","20220108"
"49116","5","여수여행","여행","국내여행","전라남도","157","1264","1421","20220108"
"49117","6","군산여행","여행","국내여행","전라북도","84","872","956","20220108"
"49118","7","속초여행","여행","국내여행","강원도","103","843","946","20220108"
"49119","8","전주여행","여행","국내여행","전라북도","88","768","856","20220108"
"49120","9","남해여행","여행","국내여행","경상남도","98","605","703","20220108"
"49121","10","포항여행","여행","국내여행","경상북도","89","588","677","20220108"
