"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43132","1","제주여행","여행","국내여행","제주특별자치도","2107","522","2629","20200525"
"43133","2","부산여행","여행","국내여행","부산광역시","1092","307","1399","20200525"
"43134","3","여수여행","여행","국내여행","전라남도","866","262","1128","20200525"
"43135","4","강릉여행","여행","국내여행","강원도","757","281","1038","20200525"
"43136","5","경주여행","여행","국내여행","경상북도","703","238","941","20200525"
"43137","6","속초여행","여행","국내여행","강원도","604","241","845","20200525"
"43138","7","남해여행","여행","국내여행","경상남도","558","235","793","20200525"
"43139","8","전주여행","여행","국내여행","전라북도","482","173","655","20200525"
"43140","9","군산여행","여행","국내여행","전라북도","464","176","640","20200525"
"43141","10","춘천여행","여행","국내여행","강원도","345","142","487","20200525"
