"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42902","1","부산여행","여행","국내여행","부산광역시","1848","199","2047","20200502"
"42903","2","제주여행","여행","국내여행","제주특별자치도","1596","177","1773","20200502"
"42904","3","여수여행","여행","국내여행","전라남도","1422","139","1561","20200502"
"42905","4","강릉여행","여행","국내여행","강원도","1283","157","1440","20200502"
"42906","5","속초여행","여행","국내여행","강원도","1176","117","1293","20200502"
"42907","6","군산여행","여행","국내여행","전라북도","1173","116","1289","20200502"
"42908","7","경주여행","여행","국내여행","경상북도","1027","116","1143","20200502"
"42909","8","전주여행","여행","국내여행","전라북도","969","78","1047","20200502"
"42910","9","남해여행","여행","국내여행","경상남도","824","80","904","20200502"
"42911","10","춘천여행","여행","국내여행","강원도","633","65","698","20200502"
