"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49722","1","제주여행","여행","국내여행","제주특별자치도","418","1264","1682","20220310"
"49723","2","부산여행","여행","국내여행","부산광역시","374","1168","1542","20220310"
"49724","3","경주여행","여행","국내여행","경상북도","356","901","1257","20220310"
"49725","4","여수여행","여행","국내여행","전라남도","250","762","1012","20220310"
"49726","5","강릉여행","여행","국내여행","강원도","229","543","772","20220310"
"49727","6","남해여행","여행","국내여행","경상남도","196","535","731","20220310"
"49728","7","전주여행","여행","국내여행","전라북도","206","503","709","20220310"
"49729","8","군산여행","여행","국내여행","전라북도","160","419","579","20220310"
"49730","9","대구여행","여행","국내여행","대구광역시","144","380","524","20220310"
"49731","10","속초여행","여행","국내여행","강원도","159","344","503","20220310"
