"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46262","1","제주여행","여행","국내여행","제주특별자치도","254","2116","2370","20210403"
"46263","2","부산여행","여행","국내여행","부산광역시","192","1469","1661","20210403"
"46264","3","경주여행","여행","국내여행","경상북도","143","1162","1305","20210403"
"46265","4","전주여행","여행","국내여행","전라북도","106","986","1092","20210403"
"46266","5","여수여행","여행","국내여행","전라남도","128","955","1083","20210403"
"46267","6","강릉여행","여행","국내여행","강원도","124","671","795","20210403"
"46268","7","남해여행","여행","국내여행","경상남도","102","532","634","20210403"
"46269","8","속초여행","여행","국내여행","강원도","84","495","579","20210403"
"46270","9","군산여행","여행","국내여행","전라북도","61","458","519","20210403"
"46271","10","대구여행","여행","국내여행","대구광역시","46","413","459","20210403"
