"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43642","1","부산여행","여행","국내여행","부산광역시","2525","1004","3529","20200715"
"43643","2","제주여행","여행","국내여행","제주특별자치도","2338","818","3156","20200715"
"43644","3","여수여행","여행","국내여행","전라남도","1821","677","2498","20200715"
"43645","4","강릉여행","여행","국내여행","강원도","1525","627","2152","20200715"
"43646","5","경주여행","여행","국내여행","경상북도","1284","409","1693","20200715"
"43647","6","남해여행","여행","국내여행","경상남도","1197","430","1627","20200715"
"43648","7","속초여행","여행","국내여행","강원도","1164","385","1549","20200715"
"43649","8","통영여행","여행","국내여행","경상남도","728","263","991","20200715"
"43650","9","군산여행","여행","국내여행","전라북도","701","245","946","20200715"
"43651","10","전주여행","여행","국내여행","전라북도","649","244","893","20200715"
