"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49752","1","제주여행","여행","국내여행","제주특별자치도","332","2050","2382","20220313"
"49753","2","부산여행","여행","국내여행","부산광역시","236","1566","1802","20220313"
"49754","3","경주여행","여행","국내여행","경상북도","157","1147","1304","20220313"
"49755","4","여수여행","여행","국내여행","전라남도","142","1043","1185","20220313"
"49756","5","남해여행","여행","국내여행","경상남도","103","850","953","20220313"
"49757","6","강릉여행","여행","국내여행","강원도","126","685","811","20220313"
"49758","7","전주여행","여행","국내여행","전라북도","87","670","757","20220313"
"49759","8","군산여행","여행","국내여행","전라북도","95","577","672","20220313"
"49760","9","속초여행","여행","국내여행","강원도","77","428","505","20220313"
"49761","10","목포여행","여행","국내여행","전라남도","42","461","503","20220313"
