"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49582","1","부산여행","여행","국내여행","부산광역시","455","1616","2071","20220224"
"49583","2","제주여행","여행","국내여행","제주특별자치도","384","1504","1888","20220224"
"49584","3","경주여행","여행","국내여행","경상북도","317","1165","1482","20220224"
"49585","4","여수여행","여행","국내여행","전라남도","286","975","1261","20220224"
"49586","5","강릉여행","여행","국내여행","강원도","325","889","1214","20220224"
"49587","6","대구여행","여행","국내여행","대구광역시","175","777","952","20220224"
"49588","7","전주여행","여행","국내여행","전라북도","207","686","893","20220224"
"49589","8","속초여행","여행","국내여행","강원도","232","594","826","20220224"
"49590","9","군산여행","여행","국내여행","전라북도","174","642","816","20220224"
"49591","10","남해여행","여행","국내여행","경상남도","180","629","809","20220224"
